"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"W57.2"	""	""	""	""	""	""	"institution för högre utbildning"	"institutionellt boende (.1)"	""	""	""	""	""	""	""
"W57.2"	""	""	""	""	""	""	"offentlig lokal som samlingssal, ungdomsgård, kyrka, klubblokal, danslokal, bibliotek, biograf, teater, post, försäkringskassa"	"lokal under uppförande (.6)"	""	""	""	""	""	""	""
"W57.2"	""	""	""	""	""	""	"sjukhus"	""	""	""	""	""	""	""	""
"W57.2"	""	""	""	""	""	""	"skola med skolgård"	""	""	""	""	""	""	""	""
"W57.20"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.21"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.21"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.21"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.22"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.22"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.22"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.23"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.23"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.23"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.23"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.23"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.23"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.24"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.28"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.29"	"1997-01-01"	"W57.2"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.3"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning"	""	""	""	"alpin anläggning"	"privat swimmingpool eller tennisbana (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.3"	""	""	""	""	""	""	"fotbollsplan"	"sommarland (.8)"	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"golfbana"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"gym"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"gymnastiksal"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"idrottsplats"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"ishall, skridskobana"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"ishockeyrink, bandyplan"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"motionsspår"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"motorsportanläggning"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"ridhus, ridskola"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"simhall, badanläggning"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"sporthall"	""	""	""	""	""	""	""	""
"W57.3"	""	""	""	""	""	""	"tennisbana"	""	""	""	""	""	""	""	""
"W57.30"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.31"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.31"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.31"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.32"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.32"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.32"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.33"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.33"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.33"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.33"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.33"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.33"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.34"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.38"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.39"	"1997-01-01"	"W57.3"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - idrotts- och sportanläggning - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.4"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg"	""	""	""	"trottoar"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.40"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.41"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.41"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.41"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.42"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.42"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.42"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.43"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.43"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.43"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.43"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.43"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.43"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.44"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.48"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.49"	"1997-01-01"	"W57.4"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - gata och väg - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.5"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde"	""	""	""	"bank, butik, shoppingcenter"	"garage i anslutning till privatbostad (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.5"	""	""	""	""	""	""	"bensinstation"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"buss- och järnvägsstation"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"flygplats"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"kafé, hotell, restaurang"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"kontorsbyggnad"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"parkeringshus"	""	""	""	""	""	""	""	""
"W57.5"	""	""	""	""	""	""	"torgstånd"	""	""	""	""	""	""	""	""
"W57.50"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.51"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.51"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.51"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.52"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.52"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.52"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.53"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.53"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.53"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.53"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.53"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.53"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.54"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.58"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.59"	"1997-01-01"	"W57.5"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - butiks-, handels- eller serviceområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.6"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - industriområde, byggarbetsplats"	""	""	""	"byggnad under uppförande"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.6"	""	""	""	""	""	""	"fabriksbyggnad och fabriksområde"	""	""	""	""	""	""	""	""
"W57.6"	""	""	""	""	""	""	"gruva, stenbrott, grustag"	""	""	""	""	""	""	""	""
"W57.6"	""	""	""	""	""	""	"kraftstation"	""	""	""	""	""	""	""	""
"W57.6"	""	""	""	""	""	""	"skeppsvarv"	""	""	""	""	""	""	""	""
"W57.6"	""	""	""	""	""	""	"tunnelbygge"	""	""	""	""	""	""	""	""
"W57.6"	""	""	""	""	""	""	"verkstad"	""	""	""	""	""	""	""	""
"W57.60"	"1997-01-01"	"W57.6"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - industriområde, byggarbetsplats - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.61"	"1997-01-01"	"W57.6"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - industriområde, byggarbetsplats - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.61"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.61"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.62"	"1997-01-01"	"W57.6"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - industriområde, byggarbetsplats - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.62"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.62"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.63"	"1997-01-01"	"W57.6"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - industriområde, byggarbetsplats - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
