"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"W56.51"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W56.51"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W56.52"	"1997-01-01"	"W56.5"	"Biten eller angripen av vattendjur - butiks-, handels- eller serviceområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.52"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W56.52"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W56.53"	"1997-01-01"	"W56.5"	"Biten eller angripen av vattendjur - butiks-, handels- eller serviceområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.53"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W56.53"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W56.53"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W56.53"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W56.53"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W56.54"	"1997-01-01"	"W56.5"	"Biten eller angripen av vattendjur - butiks-, handels- eller serviceområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.58"	"1997-01-01"	"W56.5"	"Biten eller angripen av vattendjur - butiks-, handels- eller serviceområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.59"	"1997-01-01"	"W56.5"	"Biten eller angripen av vattendjur - butiks-, handels- eller serviceområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.6"	"1997-01-01"	"W56"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats"	""	""	""	"byggnad under uppförande"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W56.6"	""	""	""	""	""	""	"fabriksbyggnad och fabriksområde"	""	""	""	""	""	""	""	""
"W56.6"	""	""	""	""	""	""	"gruva, stenbrott, grustag"	""	""	""	""	""	""	""	""
"W56.6"	""	""	""	""	""	""	"kraftstation"	""	""	""	""	""	""	""	""
"W56.6"	""	""	""	""	""	""	"skeppsvarv"	""	""	""	""	""	""	""	""
"W56.6"	""	""	""	""	""	""	"tunnelbygge"	""	""	""	""	""	""	""	""
"W56.6"	""	""	""	""	""	""	"verkstad"	""	""	""	""	""	""	""	""
"W56.60"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.61"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.61"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W56.61"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W56.62"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.62"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W56.62"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W56.63"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.63"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W56.63"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W56.63"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W56.63"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W56.63"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W56.64"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.68"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.69"	"1997-01-01"	"W56.6"	"Biten eller angripen av vattendjur - industriområde, byggarbetsplats - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.7"	"1997-01-01"	"W56"	"Biten eller angripen av vattendjur - lantbruksområde"	""	""	""	"byggnader tillhörande lantbruk"	"bostadshus på lantbruk (.0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W56.7"	""	""	""	""	""	""	"odlade markområden"	""	""	""	""	""	""	""	""
"W56.70"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.71"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.71"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W56.71"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W56.72"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.72"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W56.72"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W56.73"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.73"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W56.73"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W56.73"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W56.73"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W56.73"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W56.74"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.78"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.79"	"1997-01-01"	"W56.7"	"Biten eller angripen av vattendjur - lantbruksområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.8"	"1997-01-01"	"W56"	"Biten eller angripen av vattendjur - andra specificerade platser"	""	""	""	"allmänt område UNS"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W56.8"	""	""	""	""	""	""	"banvall"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"campingplats UNS"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"djurpark"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"hamn UNS"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"kulle, berg"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"militärövningsområde"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"nöjespark, sommarland"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"parkeringsområde"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"skogsområde, parkområde"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"strandområde, sjö, damm, älv, kanal, sumpmark"	""	""	""	""	""	""	""	""
"W56.8"	""	""	""	""	""	""	"ödetomt och övergiven byggnad"	""	""	""	""	""	""	""	""
"W56.80"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.81"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.81"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W56.81"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W56.82"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.82"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W56.82"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W56.83"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.83"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W56.83"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W56.83"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W56.83"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W56.83"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W56.84"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.88"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.89"	"1997-01-01"	"W56.8"	"Biten eller angripen av vattendjur - andra specificerade platser - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.9"	"1997-01-01"	"W56"	"Biten eller angripen av vattendjur - plats, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W56.90"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.91"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.91"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W56.91"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W56.92"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.92"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W56.92"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W56.93"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.93"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W56.93"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W56.93"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W56.93"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W56.93"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W56.94"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.98"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W56.99"	"1997-01-01"	"W56.9"	"Biten eller angripen av vattendjur - plats, ospecificerad - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57"	"1997-01-01"	"W50-W64"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur"	""	""	""	""	""	""	""	""	""	""	"Denna kategori ska inte användas för att ange huvuddiagnos"	"Kategorikod, yttre orsakskod, treställig"
"W57.0"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde"	""	""	""	"bostad och bostadslägenhet som inte kan räknas som institution"	"bostad inom institution (.1)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.0"	""	""	""	""	""	""	"garage och carport i anslutning till bostad"	"bostad under uppförande, ännu ej tagen i bruk (.6)"	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"gård runt bostad"	"övergiven eller utrymd bostad (.8)"	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"hustomt"	""	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"infartsväg till privatbostad"	""	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"swimmingpool i anslutning till bostad"	""	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"trädgård i anslutning till bostad"	""	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"uppställningsplats för husvagn med boendemöjlighet"	""	""	""	""	""	""	""	""
"W57.0"	""	""	""	""	""	""	"uthus"	""	""	""	""	""	""	""	""
"W57.00"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.01"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.01"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.01"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.02"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.02"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.02"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.03"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.03"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.03"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.03"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.03"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.03"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.04"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.08"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.09"	"1997-01-01"	"W57.0"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - bostad och bostadsområde - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.1"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende"	""	""	""	"barnhem"	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
"W57.1"	""	""	""	""	""	""	"flyktingförläggning"	""	""	""	""	""	""	""	""
"W57.1"	""	""	""	""	""	""	"fängelse"	""	""	""	""	""	""	""	""
"W57.1"	""	""	""	""	""	""	"institutionellt gruppboende"	""	""	""	""	""	""	""	""
"W57.1"	""	""	""	""	""	""	"militärförläggning"	""	""	""	""	""	""	""	""
"W57.1"	""	""	""	""	""	""	"servicehus för äldre"	""	""	""	""	""	""	""	""
"W57.1"	""	""	""	""	""	""	"sjukhem"	""	""	""	""	""	""	""	""
"W57.10"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - idrott, sport, motion"	""	""	"fysisk träning och tävling, såsom bandy, fallskärmshoppning, fotboll, friidrott, golf, gymnastik, gångsport, ishockey, joggning, ridning, simning, skidåkning, skridskoåkning, slalom, tennis, vattenskidåkning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.11"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - lek och annan fritidsverksamhet"	""	""	"deltagande i föreningsliv"	""	"sportaktiviteter (0)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.11"	""	""	""	""	""	"fritidsaktiviteter med underhållningsmoment såsom biobesök, deltagande danstillställning, fest"	""	""	""	""	""	""	""	""	""
"W57.11"	""	""	""	""	""	"hobbyaktiviteter"	""	""	""	""	""	""	""	""	""
"W57.12"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - förvärvsarbete"	""	""	"arbete mot betalning"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.12"	""	""	""	""	""	"transport till och från arbetet"	""	""	""	""	""	""	""	""	""
"W57.12"	""	""	""	""	""	"uppdrag som utföres mot arvode"	""	""	""	""	""	""	""	""	""
"W57.13"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - annan sysselsättning"	""	""	"hushållsarbete såsom matlagning, städning och vård av barn eller närstående"	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.13"	""	""	""	""	""	"ordnad lek och aktivitet på barndaghem och förskola"	""	""	""	""	""	""	""	""	""
"W57.13"	""	""	""	""	""	"plikter och göromål som normalt ej ger ekonomisk ersättning"	""	""	""	""	""	""	""	""	""
"W57.13"	""	""	""	""	""	"skolarbete, egen utbildning"	""	""	""	""	""	""	""	""	""
"W57.13"	""	""	""	""	""	"trädgårdsarbete och underhåll av hemmet"	""	""	""	""	""	""	""	""	""
"W57.13"	""	""	""	""	""	"underhållsarbete i hemmet"	""	""	""	""	""	""	""	""	""
"W57.14"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - vitalaktivitet såsom vila, sömn, måltid och personlig hygien"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.18"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - andra specificerade aktiviteter"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.19"	"1997-01-01"	"W57.1"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - institutionellt boende - aktivitet, ospecificerad"	""	""	""	""	""	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Femställig kod för att ange plats och aktivitet (sex tecken med punkt)"
"W57.2"	"1997-01-01"	"W57"	"Bett och stick av icke giftig insekt och andra icke giftiga leddjur - skola, annan institution och offentlig lokal"	""	""	""	"förskoleinstitution med lekplats"	"idrotts- och sportanläggning (.3)"	""	""	""	""	""	"Ska inte användas som huvuddiagnos"	"Subkategorikod, yttre orsakskod, fyrställig (fem tecken med punkt)"
